distance_client_restaurant_km,distance_rider_restaurant_km,est_prep_time_min,traffic_intensity,avg_vehicle_speed_kmh,is_festive_day,order_load_ratio,time_of_day_interval,weather,historical_pred_time_min
0.845,3.048,23.9,3,29.3,0,0.264,12:00-13:59,1,45.6
5.872,2.775,28.3,5,23.7,0,0.696,16:00-17:59,1,57.4
3.457,4.058,30.4,4,27.5,1,0.299,14:00-15:59,1,49.2
3.079,2.498,19.6,4,26.1,0,0.444,02:00-03:59,1,40.2
1.716,3.519,30.1,6,17.2,0,0.396,18:00-19:59,1,50.7
0.976,4.079,27.2,1,30.1,0,0.549,22:00-23:59,1,40.9
3.576,2.725,26.1,5,20.6,0,0.728,06:00-07:59,1,55.4
2.267,4.542,20.0,7,24.4,0,0.464,10:00-11:59,1,36.7
10.042,2.091,10.7,4,28.6,0,0.48,22:00-23:59,1,48.8
2.851,1.726,30.0,3,23.8,1,0.515,02:00-03:59,1,43.7
3.78,3.469,26.5,6,14.4,0,0.432,12:00-13:59,0,66.2
1.47,2.228,25.7,2,27.4,0,0.333,04:00-05:59,1,46.7
1.108,3.341,42.5,7,23.5,0,0.697,04:00-05:59,1,64.0
1.879,4.581,21.5,3,22.3,0,0.375,20:00-21:59,0,45.1
1.911,4.501,21.6,4,22.3,0,0.312,02:00-03:59,1,43.5
1.945,2.377,32.9,1,24.3,0,0.454,20:00-21:59,1,44.6
3.802,1.827,22.5,3,26.4,1,0.504,14:00-15:59,1,44.3
1.26,4.819,23.1,8,6.7,0,0.549,10:00-11:59,0,89.6
1.882,3.147,16.1,4,23.2,0,0.651,00:00-01:59,1,40.0
5.231,2.551,19.8,4,29.3,0,0.58,22:00-23:59,1,45.6
1.312,3.929,24.5,3,26.3,0,0.256,00:00-01:59,1,36.5
0.475,2.173,30.7,6,17.2,0,0.269,12:00-13:59,1,40.0
1.668,0.855,28.5,2,30.0,1,0.347,14:00-15:59,1,42.3
2.104,3.178,24.4,8,13.6,0,0.465,08:00-09:59,1,48.3
1.908,3.168,24.1,3,24.8,0,0.323,22:00-23:59,1,43.4
7.029,2.84,28.7,4,23.8,1,0.401,20:00-21:59,1,61.0
9.566,1.603,23.7,6,19.4,0,0.741,08:00-09:59,1,63.5
1.882,3.952,21.1,3,27.4,1,0.269,06:00-07:59,1,30.8
2.767,3.622,32.0,7,14.1,0,0.343,10:00-11:59,0,73.6
1.626,2.453,21.9,7,17.0,0,0.598,10:00-11:59,1,49.0
2.285,2.501,26.6,3,24.3,0,0.66,04:00-05:59,1,45.7
6.847,4.752,19.3,7,13.0,0,0.479,16:00-17:59,0,90.6
3.914,2.67,24.3,4,21.5,0,0.469,22:00-23:59,1,46.5
0.828,4.079,22.0,3,26.1,0,0.402,20:00-21:59,1,36.1
1.313,0.855,28.6,4,29.2,0,0.458,12:00-13:59,1,43.9
5.664,3.281,18.6,3,33.0,0,0.458,00:00-01:59,1,44.5
2.532,3.867,31.6,3,19.4,1,0.511,12:00-13:59,0,68.4
3.411,3.278,13.1,7,19.5,0,0.604,08:00-09:59,1,47.4
2.681,2.558,27.7,9,16.1,0,0.521,08:00-09:59,1,58.9
2.755,4.902,8.0,5,24.7,0,0.254,02:00-03:59,0,43.0
3.028,1.191,26.4,5,21.9,0,0.655,06:00-07:59,1,41.2
1.609,4.986,18.0,4,33.1,0,0.167,22:00-23:59,1,36.2
3.518,2.508,19.4,6,24.9,0,0.258,10:00-11:59,1,45.8
2.366,2.277,35.8,7,21.8,1,0.551,18:00-19:59,1,70.8
3.17,2.935,20.9,4,31.2,0,0.333,20:00-21:59,1,38.9
2.785,1.537,17.2,5,22.5,0,0.448,12:00-13:59,1,23.8
8.491,3.793,39.0,6,25.1,1,0.495,20:00-21:59,1,83.4
2.249,1.7,30.7,6,20.0,1,0.761,08:00-09:59,1,57.3
1.699,2.547,30.4,9,13.2,0,0.667,16:00-17:59,0,67.0
1.365,2.606,28.8,5,29.6,0,0.822,04:00-05:59,1,37.0
1.676,3.051,15.0,3,27.1,0,0.219,00:00-01:59,1,28.8
7.741,2.459,25.6,3,19.0,0,0.41,06:00-07:59,1,66.2
2.299,3.414,37.3,4,22.1,1,0.639,16:00-17:59,1,69.8
0.699,2.829,23.7,5,19.3,0,0.637,06:00-07:59,1,38.3
3.174,4.404,22.5,4,16.2,0,0.572,02:00-03:59,0,57.7
2.973,1.254,20.7,6,24.5,0,0.741,18:00-19:59,1,34.3
2.864,3.865,33.6,9,16.4,0,0.721,08:00-09:59,1,66.9
2.917,4.432,16.1,3,31.3,0,0.424,04:00-05:59,1,38.1
1.583,2.34,21.0,6,26.1,0,0.368,22:00-23:59,1,36.0
1.488,2.332,25.4,9,14.6,0,0.637,16:00-17:59,1,46.1
1.981,1.518,22.5,3,31.0,0,0.56,06:00-07:59,1,32.0
1.977,4.423,30.5,8,22.0,0,0.557,10:00-11:59,1,57.0
4.922,3.886,7.4,5,27.3,0,0.355,02:00-03:59,1,41.0
2.201,3.153,22.9,8,18.4,0,0.463,10:00-11:59,1,56.3
2.288,3.783,26.3,5,28.0,0,0.382,04:00-05:59,1,36.4
2.536,3.044,35.4,1,31.5,1,0.257,22:00-23:59,1,58.9
1.542,2.955,29.9,5,21.2,0,0.448,22:00-23:59,1,55.2
1.836,5.01,24.6,9,12.9,0,0.495,16:00-17:59,0,70.0
2.811,3.018,36.5,3,29.0,0,0.587,20:00-21:59,1,54.6
1.837,2.525,30.8,6,13.5,0,0.576,02:00-03:59,0,67.5
2.776,1.364,29.2,5,25.0,0,0.592,22:00-23:59,1,48.9
1.702,2.605,13.5,4,23.3,0,0.357,22:00-23:59,0,31.1
3.334,1.643,23.0,5,26.7,0,0.464,16:00-17:59,1,41.0
5.044,3.384,13.4,9,14.6,0,0.258,08:00-09:59,1,59.3
8.412,4.058,21.9,4,16.2,0,0.733,14:00-15:59,0,78.5
4.244,3.623,26.1,2,30.9,0,0.575,02:00-03:59,1,46.3
2.373,5.067,33.9,7,16.2,0,0.457,10:00-11:59,1,65.4
2.614,2.368,17.9,1,30.1,0,0.411,04:00-05:59,1,35.6
2.091,2.26,25.9,4,25.5,0,0.665,22:00-23:59,1,43.5
10.801,2.96,25.1,5,21.8,0,0.235,22:00-23:59,1,64.8
3.105,3.085,23.9,6,26.0,0,0.465,18:00-19:59,1,43.9
1.223,3.844,23.5,8,14.6,0,0.34,08:00-09:59,1,45.5
4.202,2.853,25.5,5,24.1,0,0.515,22:00-23:59,1,50.7
3.208,2.394,27.1,4,24.3,1,0.526,14:00-15:59,1,45.8
5.487,2.348,26.2,7,16.6,0,0.72,18:00-19:59,1,69.1
1.59,1.843,13.3,4,19.8,0,0.537,00:00-01:59,1,22.5
9.19,4.408,29.8,7,22.1,0,0.23,08:00-09:59,1,68.5
2.351,4.478,12.4,4,23.9,0,0.241,04:00-05:59,1,36.3
3.63,3.076,23.4,4,24.9,0,0.392,06:00-07:59,1,44.5
3.242,4.568,34.8,5,18.8,1,0.588,02:00-03:59,1,71.1
3.067,2.956,31.0,7,18.5,0,0.563,16:00-17:59,1,66.4
3.578,3.26,19.7,4,24.1,0,0.388,04:00-05:59,1,44.7
5.406,3.762,25.3,4,24.2,0,0.407,02:00-03:59,0,53.2
4.389,3.033,23.5,10,11.9,0,0.421,18:00-19:59,1,69.0
1.777,3.548,31.7,4,27.9,1,0.376,20:00-21:59,1,58.8
7.411,3.874,14.9,7,13.7,0,0.385,16:00-17:59,1,71.6
2.347,3.429,20.7,5,18.1,1,0.36,12:00-13:59,1,42.8
4.018,2.517,22.0,6,14.7,0,0.446,10:00-11:59,1,56.6
3.3,2.419,23.3,3,29.5,0,0.358,00:00-01:59,1,32.3
3.223,5.66,17.0,9,17.5,0,0.331,08:00-09:59,0,55.1
3.432,6.205,29.7,7,10.6,0,0.279,22:00-23:59,0,103.5
1.744,4.404,29.0,2,30.2,1,0.43,20:00-21:59,0,55.6
2.313,3.209,16.1,3,29.7,0,0.061,20:00-21:59,1,22.3
3.683,2.928,27.7,2,27.3,0,0.52,04:00-05:59,1,61.8
6.513,4.13,26.7,5,23.9,0,0.411,00:00-01:59,1,52.6
4.253,3.246,35.7,3,36.3,1,0.477,06:00-07:59,1,51.3
2.35,5.134,24.8,5,17.0,1,0.475,02:00-03:59,0,65.2
2.971,2.58,22.7,3,30.3,0,0.662,02:00-03:59,1,39.3
4.645,3.668,19.9,4,27.3,0,0.362,04:00-05:59,1,40.8
3.999,3.795,20.7,2,24.5,0,0.224,14:00-15:59,1,41.7
1.544,3.956,17.2,6,20.2,0,0.371,14:00-15:59,0,50.6
3.774,4.54,22.0,6,13.3,0,0.199,22:00-23:59,1,70.6
1.939,5.274,34.5,1,30.2,0,0.417,12:00-13:59,1,64.7
3.849,4.664,22.9,10,7.8,0,0.633,10:00-11:59,0,116.0
1.376,5.062,15.4,8,15.2,0,0.446,16:00-17:59,0,55.1
3.178,2.845,28.7,5,25.8,0,0.426,06:00-07:59,0,58.1
3.247,2.403,21.2,4,29.6,0,0.425,22:00-23:59,1,38.3
3.632,3.19,24.5,3,17.9,1,0.247,00:00-01:59,0,62.8
1.956,3.175,26.2,6,19.9,0,0.34,14:00-15:59,1,64.4
2.229,3.513,17.5,3,25.6,0,0.446,12:00-13:59,1,31.1
4.223,2.672,25.6,6,17.6,0,0.342,12:00-13:59,1,55.9
3.211,2.75,23.2,5,25.3,0,0.288,04:00-05:59,1,45.1
2.682,4.661,19.0,4,26.5,0,0.22,06:00-07:59,1,30.8
4.424,4.314,22.5,9,9.7,0,0.537,18:00-19:59,1,85.1
2.002,2.932,28.9,7,21.5,0,0.48,16:00-17:59,1,50.3
1.993,3.832,23.6,9,11.2,0,0.291,10:00-11:59,1,65.6
3.956,3.084,12.1,9,16.8,0,0.609,08:00-09:59,1,52.9
7.091,3.389,28.4,2,31.0,0,0.346,04:00-05:59,1,64.3
0.799,2.882,26.6,6,15.0,0,0.591,16:00-17:59,1,42.1
3.29,2.504,26.4,7,19.3,0,0.53,08:00-09:59,1,49.5
5.516,3.895,30.4,8,10.9,0,0.415,08:00-09:59,0,94.3
2.411,4.242,21.5,5,17.5,0,0.27,06:00-07:59,1,53.7
2.658,2.293,24.9,1,29.9,1,0.561,06:00-07:59,1,40.1
2.694,2.78,24.6,4,20.4,0,0.4,22:00-23:59,1,45.0
3.771,3.594,29.5,6,19.1,0,0.46,00:00-01:59,0,64.5
1.406,2.613,31.2,5,20.8,1,0.482,12:00-13:59,0,54.0
1.933,3.375,34.5,7,17.9,0,0.545,16:00-17:59,0,66.1
1.199,2.548,24.2,2,33.8,1,0.436,04:00-05:59,1,38.3
1.249,4.59,16.8,4,30.4,0,0.209,22:00-23:59,1,36.0
7.577,4.424,19.8,6,22.9,0,0.415,02:00-03:59,0,74.4
1.586,3.714,13.3,3,34.6,0,0.282,04:00-05:59,1,31.2
2.588,2.925,9.6,4,30.0,0,0.323,00:00-01:59,1,31.3
1.989,2.048,23.6,5,20.2,1,0.529,10:00-11:59,1,47.9
4.13,3.089,19.1,2,31.4,0,0.325,20:00-21:59,1,32.5
3.028,4.079,30.7,3,27.0,0,0.468,20:00-21:59,0,57.3
2.188,3.193,33.1,6,25.6,0,0.532,12:00-13:59,1,53.1
0.692,3.621,19.3,5,23.9,0,0.452,20:00-21:59,1,35.9
2.513,3.225,18.1,6,19.6,0,0.434,20:00-21:59,0,43.4
3.638,4.569,25.3,5,19.5,0,0.213,02:00-03:59,0,67.7
2.009,2.693,26.8,4,27.7,0,0.534,14:00-15:59,1,39.8
2.698,4.62,14.1,8,14.0,0,0.316,10:00-11:59,1,54.9
1.183,2.498,28.9,6,25.5,0,0.604,06:00-07:59,1,48.8
1.617,3.735,31.4,7,23.2,0,0.562,08:00-09:59,1,43.8
4.659,3.272,32.7,2,27.9,1,0.471,14:00-15:59,1,63.5
1.601,2.158,19.8,5,22.5,0,0.623,04:00-05:59,1,44.6
1.579,3.019,34.6,1,31.5,0,0.266,04:00-05:59,1,56.2
2.152,4.053,30.0,3,34.7,0,0.387,20:00-21:59,1,50.2
3.372,3.223,35.3,5,26.2,0,0.667,06:00-07:59,0,53.4
1.429,3.157,17.0,5,27.3,0,0.365,00:00-01:59,1,35.2
4.692,5.101,32.2,9,17.5,0,0.433,16:00-17:59,0,86.8
1.055,3.341,23.8,5,22.3,0,0.562,14:00-15:59,0,49.3
5.302,3.391,7.4,4,20.9,0,0.376,14:00-15:59,1,44.3
1.433,3.449,37.3,7,20.9,0,0.687,18:00-19:59,1,51.1
2.68,3.174,20.1,9,6.9,0,0.517,10:00-11:59,0,86.9
0.769,2.522,28.8,6,8.8,0,0.487,12:00-13:59,0,69.3
5.515,3.913,15.7,7,24.2,0,0.509,10:00-11:59,1,48.3
2.747,2.247,22.6,6,15.8,0,0.605,16:00-17:59,1,51.5
2.945,1.989,21.6,4,28.7,0,0.537,04:00-05:59,1,36.2
2.935,5.312,26.3,5,22.2,0,0.322,04:00-05:59,0,57.9
2.014,3.196,18.1,6,14.8,0,0.549,04:00-05:59,1,44.9
6.259,2.466,28.3,6,15.9,1,0.587,18:00-19:59,1,72.9
2.628,2.617,27.6,5,24.6,0,0.464,04:00-05:59,0,48.5
5.321,3.218,21.8,6,23.6,0,0.376,16:00-17:59,1,38.4
2.221,3.789,20.2,6,25.1,0,0.324,22:00-23:59,1,37.8
1.932,1.241,35.5,4,21.4,0,0.753,06:00-07:59,1,56.8
1.429,2.583,38.6,3,27.8,1,0.684,12:00-13:59,1,59.1
2.296,4.269,21.3,10,5.0,0,0.456,16:00-17:59,0,118.6
12.395,3.348,23.7,5,29.8,0,0.593,20:00-21:59,1,66.3
4.836,3.502,23.7,2,25.4,0,0.451,22:00-23:59,1,44.4
2.358,3.011,33.3,4,26.7,1,0.472,12:00-13:59,1,62.3
3.165,4.08,20.3,8,9.0,0,0.365,16:00-17:59,1,75.4
3.664,2.666,21.6,2,29.1,0,0.402,22:00-23:59,1,41.4
5.233,2.814,19.2,6,22.6,0,0.623,04:00-05:59,1,36.9
5.491,1.822,28.4,3,29.4,0,0.525,06:00-07:59,1,46.2
3.756,2.589,16.8,6,20.1,0,0.77,14:00-15:59,0,49.3
11.247,3.402,21.1,6,17.4,0,0.31,10:00-11:59,1,80.0
1.582,3.544,27.8,10,9.8,0,0.604,08:00-09:59,0,75.5
1.241,4.09,29.1,4,27.9,1,0.454,06:00-07:59,0,58.7
6.945,2.841,24.3,5,21.6,0,0.448,14:00-15:59,1,60.3
2.686,2.37,27.0,4,26.3,0,0.677,00:00-01:59,1,50.0
2.159,2.286,35.5,6,20.7,0,0.792,16:00-17:59,1,52.6
1.332,2.254,29.8,4,28.2,0,0.567,00:00-01:59,1,55.6
2.115,4.199,19.9,3,20.8,0,0.373,14:00-15:59,0,45.6
1.042,3.522,27.8,4,24.2,0,0.556,06:00-07:59,1,43.2
3.614,3.592,35.5,7,18.2,0,0.681,16:00-17:59,1,69.7
2.47,2.039,22.7,3,25.6,0,0.51,20:00-21:59,0,47.6
7.133,3.145,21.8,6,20.5,1,0.468,08:00-09:59,0,61.2
8.145,2.596,29.6,3,25.4,0,0.537,04:00-05:59,1,52.1
2.246,3.579,21.6,6,27.5,0,0.256,16:00-17:59,1,42.2
6.974,2.717,26.8,4,22.3,0,0.695,20:00-21:59,1,53.9
1.216,3.516,21.8,7,23.1,1,0.604,16:00-17:59,1,39.8
3.38,3.344,27.3,3,29.6,0,0.515,06:00-07:59,1,40.2
4.201,2.525,30.1,3,28.0,0,0.735,20:00-21:59,1,49.8
1.282,4.079,25.5,3,24.7,1,0.55,06:00-07:59,1,46.8
2.821,4.028,38.2,4,17.5,1,0.242,22:00-23:59,0,73.2
3.452,4.775,27.1,6,18.5,0,0.568,14:00-15:59,0,64.9
1.86,2.552,25.8,4,19.5,0,0.444,02:00-03:59,1,41.0
1.562,4.281,16.2,8,16.2,0,0.454,16:00-17:59,1,39.0
2.777,2.064,22.5,4,23.9,0,0.501,10:00-11:59,1,35.5
3.479,3.52,19.1,6,27.4,0,0.621,16:00-17:59,1,41.2
1.796,3.163,31.3,4,21.2,0,0.65,14:00-15:59,1,44.4
10.756,3.984,19.8,5,23.6,0,0.338,12:00-13:59,0,72.5
2.657,5.517,18.7,4,16.6,1,0.218,00:00-01:59,0,60.8
1.395,2.584,22.8,6,18.0,0,0.707,22:00-23:59,0,43.9
1.994,3.236,23.6,3,22.9,0,0.298,04:00-05:59,1,58.7
8.111,2.896,28.2,4,28.6,0,0.514,20:00-21:59,1,59.9
3.986,3.038,37.6,4,22.1,0,0.253,02:00-03:59,1,70.0
4.305,3.889,35.7,9,14.0,0,0.568,08:00-09:59,0,94.2
2.116,2.298,19.2,8,18.1,0,0.552,08:00-09:59,1,42.6
1.728,0.423,20.1,6,12.8,0,0.77,08:00-09:59,1,38.8
3.0,3.108,31.0,5,24.2,0,0.541,06:00-07:59,0,60.3
1.757,2.016,29.3,8,10.9,0,0.776,08:00-09:59,1,59.6
10.835,3.57,27.5,4,22.4,0,0.303,04:00-05:59,1,73.4
1.854,4.607,11.7,4,24.6,0,0.295,22:00-23:59,1,32.7
3.143,5.052,39.4,5,23.4,0,0.269,00:00-01:59,0,77.2
3.633,2.94,23.4,6,16.8,0,0.5,08:00-09:59,1,52.7
0.76,3.058,19.7,7,17.7,0,0.696,16:00-17:59,0,51.8
2.749,3.667,8.3,7,21.5,0,0.264,16:00-17:59,1,23.2
4.829,2.584,15.6,4,23.0,0,0.289,06:00-07:59,1,46.1
2.187,3.418,29.9,2,33.8,1,0.336,04:00-05:59,1,47.3
1.525,3.417,30.9,2,31.6,1,0.425,00:00-01:59,1,56.7
2.868,2.029,23.4,4,14.7,0,0.421,02:00-03:59,1,58.1
1.915,3.396,22.0,2,24.5,0,0.224,14:00-15:59,1,42.6
3.651,2.541,20.7,3,30.1,0,0.48,00:00-01:59,1,38.0
1.578,2.867,30.4,4,21.7,1,0.509,14:00-15:59,1,56.8
2.95,4.142,9.0,4,21.2,0,0.267,12:00-13:59,1,31.4
2.136,1.872,23.4,3,25.7,0,0.548,14:00-15:59,1,37.4
6.19,1.426,32.4,3,32.4,0,0.62,22:00-23:59,1,47.2
4.502,1.315,31.0,10,5.0,0,0.673,10:00-11:59,1,116.5
2.421,3.76,20.3,5,27.9,0,0.315,22:00-23:59,0,47.3
1.583,2.776,30.6,8,14.8,0,0.65,16:00-17:59,1,57.6
1.076,3.107,23.1,4,18.1,0,0.546,04:00-05:59,0,46.0
4.083,3.649,20.7,9,6.8,0,0.499,18:00-19:59,0,104.8
1.108,4.055,35.7,2,22.8,0,0.4,06:00-07:59,1,58.3
2.9,2.266,26.8,6,26.6,1,0.525,10:00-11:59,1,53.6
1.406,2.546,24.3,4,34.3,0,0.478,14:00-15:59,1,37.6
3.177,2.795,21.6,4,23.0,0,0.395,08:00-09:59,1,37.9
4.326,2.548,15.1,5,18.9,0,0.341,04:00-05:59,1,46.9
1.363,3.217,26.4,6,16.0,0,0.502,10:00-11:59,1,48.2
2.746,3.333,26.8,5,22.8,0,0.363,06:00-07:59,1,46.1
1.227,1.603,30.8,7,16.7,0,0.731,16:00-17:59,1,49.5
4.209,3.647,28.7,3,28.5,0,0.331,04:00-05:59,1,51.8
4.336,1.943,26.8,5,25.8,0,0.449,06:00-07:59,1,50.0
6.506,3.37,33.4,5,22.8,0,0.458,12:00-13:59,0,73.6
2.838,3.513,18.5,4,20.5,0,0.404,12:00-13:59,1,48.4
3.665,3.643,21.7,5,25.1,0,0.497,22:00-23:59,1,48.8
2.545,2.087,19.2,4,23.7,0,0.548,22:00-23:59,1,36.3
3.504,2.604,18.0,4,16.4,0,0.517,06:00-07:59,0,46.2
2.297,1.662,27.0,5,26.2,0,0.665,10:00-11:59,1,53.0
1.413,2.839,29.0,3,27.0,0,0.457,22:00-23:59,1,40.8
1.39,1.974,19.4,4,19.5,0,0.398,04:00-05:59,1,25.7
1.753,2.724,32.8,6,26.1,1,0.527,10:00-11:59,1,56.3
1.57,3.244,28.2,6,22.5,0,0.563,22:00-23:59,1,46.6
6.154,3.846,17.9,6,23.6,0,0.408,02:00-03:59,1,54.8
1.881,4.533,32.9,5,17.4,0,0.514,14:00-15:59,0,61.1
3.043,2.997,44.4,4,22.8,1,0.731,02:00-03:59,1,76.9
4.123,3.415,36.5,4,16.0,0,0.6,20:00-21:59,0,82.3
3.161,2.234,38.2,2,27.4,1,0.433,12:00-13:59,1,54.8
2.802,4.353,33.1,8,11.1,0,0.599,16:00-17:59,0,90.3
1.284,3.62,13.9,3,26.5,0,0.379,00:00-01:59,1,32.8
1.484,4.287,19.7,3,26.0,0,0.334,14:00-15:59,1,35.9
1.49,2.993,17.8,3,25.9,0,0.27,12:00-13:59,1,43.7
4.191,4.777,29.5,7,9.2,0,0.432,10:00-11:59,0,111.1
0.697,3.88,27.5,8,18.8,0,0.539,10:00-11:59,0,49.6
2.565,4.886,12.2,8,14.9,0,0.442,10:00-11:59,0,47.0
1.335,2.271,19.9,6,21.6,0,0.476,16:00-17:59,1,23.4
1.351,3.456,22.4,5,20.8,0,0.367,02:00-03:59,0,50.3
1.377,2.487,32.1,5,19.8,0,0.729,00:00-01:59,0,59.5
4.036,5.682,18.7,5,18.4,0,0.146,22:00-23:59,0,70.1
3.063,3.355,41.8,6,26.4,1,0.576,10:00-11:59,1,62.6
2.112,3.623,26.4,9,18.2,0,0.54,18:00-19:59,1,56.0
1.794,2.664,19.4,4,29.6,0,0.515,20:00-21:59,1,33.8
2.77,2.729,29.0,3,18.9,0,0.251,14:00-15:59,1,48.8
1.619,3.454,28.3,6,16.9,0,0.468,04:00-05:59,0,67.7
4.827,1.679,27.4,5,25.1,0,0.484,22:00-23:59,1,51.3
3.109,3.199,31.4,6,19.4,1,0.492,18:00-19:59,1,58.9
1.875,3.612,17.0,4,20.2,0,0.216,00:00-01:59,1,36.2
3.397,2.342,34.1,5,22.4,1,0.447,16:00-17:59,1,53.6
2.083,3.803,23.8,3,25.9,0,0.649,00:00-01:59,1,45.7
1.827,3.692,24.2,4,23.9,1,0.526,04:00-05:59,0,55.2
6.01,3.743,29.0,4,22.7,0,0.444,14:00-15:59,0,76.4
2.103,3.023,27.1,6,10.4,0,0.595,04:00-05:59,0,77.5
4.847,2.734,20.7,3,28.9,0,0.618,06:00-07:59,0,48.3
0.994,2.574,18.8,4,32.2,0,0.368,14:00-15:59,1,39.1
0.919,2.856,22.5,5,16.5,0,0.367,00:00-01:59,0,45.7
1.336,4.0,27.3,8,19.3,0,0.436,10:00-11:59,1,45.5
1.317,2.685,21.8,6,18.2,0,0.586,00:00-01:59,0,43.8
5.671,4.035,31.6,3,25.8,1,0.401,00:00-01:59,0,82.0
1.921,2.908,31.0,6,18.4,0,0.39,14:00-15:59,1,56.7
3.747,3.741,13.2,3,24.7,0,0.38,20:00-21:59,1,37.7
3.202,3.008,17.4,5,18.3,0,0.493,06:00-07:59,1,47.4
7.581,3.958,25.2,5,29.3,0,0.518,22:00-23:59,1,58.2
1.246,1.945,26.5,2,26.6,0,0.658,00:00-01:59,1,37.1
1.361,3.252,31.0,5,28.6,1,0.396,18:00-19:59,1,54.9
4.7,2.705,9.7,5,21.4,0,0.35,12:00-13:59,1,36.2
4.419,3.509,30.0,7,12.6,1,0.498,08:00-09:59,0,84.0
3.285,4.169,16.0,7,23.3,0,0.535,08:00-09:59,1,42.7
5.272,3.906,32.0,1,27.5,0,0.521,00:00-01:59,1,55.7
2.844,2.952,20.6,7,22.5,0,0.59,18:00-19:59,1,51.3
5.729,2.273,19.9,3,21.1,1,0.642,20:00-21:59,0,61.7
0.954,2.149,9.0,6,20.5,0,0.409,10:00-11:59,1,24.4
1.951,1.702,35.4,8,12.3,1,0.714,16:00-17:59,0,73.1
1.655,4.75,16.7,7,20.5,0,0.198,16:00-17:59,1,47.1
2.215,3.502,16.6,3,30.1,0,0.711,14:00-15:59,1,44.2
3.348,1.99,20.5,6,22.4,0,0.674,08:00-09:59,1,50.1
2.223,4.08,28.3,5,15.9,0,0.389,00:00-01:59,0,68.5
4.111,3.421,18.7,8,19.4,0,0.478,16:00-17:59,1,48.7
2.844,4.288,29.6,5,25.1,1,0.56,00:00-01:59,0,62.4
6.393,2.394,22.5,4,22.9,1,0.515,14:00-15:59,1,57.5
1.748,2.392,22.7,7,27.4,0,0.619,08:00-09:59,1,42.7
2.916,4.115,23.6,2,34.0,1,0.365,04:00-05:59,1,35.8
2.044,1.604,35.5,5,17.8,0,0.703,20:00-21:59,0,60.8
3.944,3.485,25.1,3,23.4,0,0.582,12:00-13:59,1,51.7
3.901,2.074,20.2,4,22.5,0,0.742,12:00-13:59,1,49.7
3.872,2.184,27.4,7,17.0,0,0.497,16:00-17:59,1,62.4
4.467,3.102,35.9,5,25.6,0,0.631,12:00-13:59,1,71.3
2.35,1.769,25.6,6,22.9,0,0.505,20:00-21:59,0,41.6
1.859,2.12,37.6,6,20.6,0,0.734,04:00-05:59,0,58.0
1.556,3.498,20.5,5,32.5,0,0.414,20:00-21:59,1,37.0
3.448,2.657,28.3,4,23.3,0,0.621,00:00-01:59,1,42.0
2.708,2.28,33.9,5,24.5,1,0.401,14:00-15:59,1,55.4
1.283,2.783,24.0,5,24.0,0,0.332,22:00-23:59,1,48.9
8.044,0.268,20.5,6,20.2,0,0.711,04:00-05:59,1,54.3
2.57,5.032,14.8,5,26.8,0,0.208,22:00-23:59,1,34.8
4.251,3.384,31.4,3,22.5,0,0.475,14:00-15:59,1,61.0
1.272,2.957,37.5,2,29.5,1,0.446,14:00-15:59,1,51.6
12.035,2.998,32.9,7,15.5,1,0.577,08:00-09:59,1,101.5
2.914,2.554,21.2,3,29.2,0,0.498,22:00-23:59,1,30.9
2.594,4.214,34.3,4,27.1,0,0.516,00:00-01:59,1,57.3
4.008,2.857,21.7,6,24.0,0,0.364,18:00-19:59,1,42.2
4.486,2.865,22.9,4,23.3,0,0.567,12:00-13:59,1,54.6
2.052,3.701,23.6,1,22.5,0,0.341,22:00-23:59,1,50.3
1.654,4.006,29.2,10,6.8,0,0.582,18:00-19:59,0,94.4
3.181,2.822,19.8,7,16.2,1,0.448,08:00-09:59,1,54.6
3.797,4.103,25.4,5,17.8,1,0.401,14:00-15:59,0,66.7
0.518,3.748,37.6,7,13.7,0,0.391,16:00-17:59,1,62.6
2.021,1.859,15.4,5,21.0,0,0.269,20:00-21:59,1,30.5
1.528,2.829,33.6,5,17.7,1,0.271,12:00-13:59,0,59.3
3.426,2.421,24.8,5,20.3,0,0.509,12:00-13:59,1,38.7
2.565,3.554,21.6,5,27.1,0,0.361,00:00-01:59,1,38.6
1.701,1.037,22.7,6,24.8,0,0.67,06:00-07:59,1,43.9
3.401,4.252,20.5,4,28.5,0,0.475,02:00-03:59,0,42.0
0.946,2.669,23.5,6,20.2,0,0.524,02:00-03:59,1,41.3
2.617,1.751,26.3,4,23.6,0,0.545,02:00-03:59,1,43.0
1.675,3.72,21.8,3,14.8,1,0.455,06:00-07:59,0,56.4
1.078,3.7,26.6,5,21.0,0,0.446,00:00-01:59,1,55.4
2.476,2.357,31.9,3,24.8,0,0.598,06:00-07:59,1,53.5
1.653,2.465,23.0,4,17.6,0,0.646,02:00-03:59,0,45.3
2.426,4.139,24.3,7,14.6,0,0.565,08:00-09:59,1,53.7
8.905,2.299,29.5,3,27.2,1,0.502,04:00-05:59,1,70.1
1.989,3.742,26.1,6,15.1,0,0.173,22:00-23:59,0,59.6
3.366,4.578,34.8,6,14.5,0,0.317,14:00-15:59,0,99.7
3.288,3.883,22.1,3,27.7,1,0.19,06:00-07:59,1,49.8
2.578,2.798,20.2,5,28.6,0,0.62,00:00-01:59,1,43.2
1.234,1.384,28.8,6,25.5,1,0.413,00:00-01:59,1,43.6
